ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Maceration
300,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,6,0
301,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,1
302,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,1
303,5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,6,1
304,5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,0
305,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,1
306,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4,12
307,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,19
308,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,0
309,5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,0
310,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,1
311,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,0
312,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,1
313,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,0
314,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5,1
315,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,0
316,5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,1
317,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5,0
318,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,0
319,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,0
320,5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5,1
321,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,0
322,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,1
323,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,0
324,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,1
325,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,0
326,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6,1
327,5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6,1
328,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5,0
329,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,0
330,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,5,0
331,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5,0
332,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5,0
333,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7,1
334,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6,1
335,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,0
336,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,0
337,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,1
338,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,1
339,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,0
340,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,0
341,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,0
342,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,0
343,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6,1
344,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,0
345,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,7,0
346,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,1
347,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,1
348,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,1
349,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,1
350,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8,1
351,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1
352,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1
353,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,1
354,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5,0
355,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6,0
356,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6,1
357,5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6,0
358,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,1
359,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,1
360,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6,1
361,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7,1
362,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,0
363,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,0
364,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,0
365,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,0
366,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,1
367,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,0
368,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,1
369,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,0
370,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,1
371,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,1
372,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6,1
373,5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,6,1
374,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,0
375,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,5,0
376,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,0
377,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,0
378,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,1
379,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,1
380,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,1
381,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,0
382,5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,7,0
383,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7,1
384,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,1
385,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7,0
386,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,0
387,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,1
388,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,0
389,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,6,1
390,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,1
391,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,0
392,5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1,6,0
393,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,0
394,5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6,0
395,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6,1
396,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5,19
397,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,19
398,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6,15
399,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,16
400,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5,0
401,5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,1
402,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,1
403,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,0
404,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,1
405,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,0
406,5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6,1
407,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4,1
408,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5,1
409,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5,0
410,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,0
411,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,0
412,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,1
413,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,0
414,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5,0
415,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,1
416,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,1
417,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5,0
418,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,0
419,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,0
420,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6,0
421,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5,1
422,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7,0
423,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,1
424,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,0
425,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,1
426,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,0
427,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,1
428,5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7,1
429,5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,1
430,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,0
431,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,1
432,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5,0
433,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,0
434,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,1
435,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,0
436,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6,0
437,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7,1
438,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,5,1
439,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5,1
440,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,0
441,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,1
442,5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8,1
443,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,0
444,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,0
445,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,1
446,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,7,0
447,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,0
448,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,0
449,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,1
450,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,0
451,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,0
452,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,1
453,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,1
454,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,1
455,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,0
456,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7,1
457,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,0
458,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,0
459,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7,0
460,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,1
461,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7,0
462,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,6,0
463,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7,0
464,5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6,1
465,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,1
466,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,0
467,5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5,0
468,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7,1
469,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5,0
470,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6,0
471,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,0
472,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7,0
473,5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,0
474,5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,0
475,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,1
476,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,1
477,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,1
478,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6,1
479,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,0
480,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7,1
481,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7,0
482,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,1
483,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5,0
484,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6,1
485,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6,1
486,5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,1
487,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,0
488,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,1
489,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4,0
490,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,1
491,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6,1
492,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7,1
493,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4,1
494,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,0
495,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5,1
496,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,0
497,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,0
498,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6,1
499,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,1
500,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,0
501,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,1
502,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,0
503,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6,1
504,5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,6,1
505,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,1
506,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,1
507,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6,0
508,5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6,0
509,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7,0
510,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,7,1
511,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6,1
512,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,0
513,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5,0
514,5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8,1
515,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,0
516,5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6,0
517,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,0
518,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6,1
519,5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6,0
520,5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,6,0
521,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,16
522,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,21
523,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,8
524,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6,14
525,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5,12
526,5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,6,13
527,5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,6,19
528,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6,21
529,5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5,13
530,5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,0
531,5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,0
532,5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,1
533,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,4,1
534,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,0
535,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,1
536,5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,0
537,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,1
538,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,1
539,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,1
540,5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6,0
541,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,1
542,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,0
543,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,0
544,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5,1
545,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,0
546,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,1
547,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,0
548,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6,0
549,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,1
550,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6,1
551,5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,0
552,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,0
553,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,1
554,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5,1
555,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,1
556,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,1
557,5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,5,0
558,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6,1
559,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5,1
560,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6,0
561,5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,0
562,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,0
563,5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,6,0
564,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5,0
565,5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,6,1
566,5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,1
567,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,1
568,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,1
569,5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6,0
570,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,0
571,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,0
572,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7,0
573,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5,1
574,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,0
575,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6,0
576,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,1
577,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,0
578,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7,1
579,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,0
580,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7,1
581,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,0
582,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,1
583,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,0
584,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,0
585,5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7,0
586,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7,1
587,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7,1
588,5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4,1
589,5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6,0
590,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7,0
591,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,0
592,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,0
593,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6,0
594,5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,1
595,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,1
596,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6,1
597,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,1
598,5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,1
